1 .4026
2 .7189
3 .9680
4 1.1942
5 1.3393
6 1.6552
7 1.5564
8 1.7768
9 1.8256
10 2.1089
11 2.0523
12 2.2897
13 2.2733
14 2.1269
15 2.3322
16 2.7467
